frame,MAP Vacuum,Engine Speed,Injector Pulse Width Cylinder 5,Injector Pulse Width Cylinder 6,Injector Pulse Width Cylinder 7,Injector Pulse Width Cylinder 8,1/1 O2 Goal(0-1),1/1 O2 Volts(0-1)
346,7.73,1275.0,6432.0,6720.0,6216.0,6784.0,0.59,0.82
347,8.67,1283.0,6024.0,6216.0,6040.0,6304.0,0.57,0.37
348,8.5,1288.0,6432.0,6256.0,6440.0,6360.0,0.57,0.63
349,7.73,1282.0,6704.0,7392.0,6776.0,7920.0,0.57,0.04
350,6.73,1289.0,7160.0,6984.0,7144.0,6976.0,0.59,0.71
351,9.09,1287.0,6536.0,6256.0,6168.0,6440.0,0.61,0.82
352,8.26,1285.0,6512.0,6576.0,6512.0,6856.0,0.57,0.1
353,6.9,1293.0,7688.0,7696.0,7608.0,7824.0,0.57,0.75
354,6.9,1288.0,7208.0,7568.0,7104.0,7672.0,0.57,0.73
355,6.67,1294.0,7272.0,7320.0,7624.0,7472.0,0.57,0.12
356,5.84,1287.0,8280.0,8144.0,8168.0,8336.0,0.57,0.78
357,5.25,1293.0,7840.0,7904.0,7872.0,8040.0,0.57,0.22
358,5.01,1303.0,8384.0,7920.0,8440.0,8000.0,0.57,0.75
359,4.96,1295.0,7584.0,7912.0,7584.0,8184.0,0.57,0.76
360,3.36,1285.0,8984.0,8712.0,9152.0,8952.0,0.57,0.18
361,2.77,1294.0,9360.0,8736.0,8824.0,9464.0,0.59,0.86
362,2.65,1297.0,8784.0,8792.0,9232.0,8864.0,0.57,0.18
363,2.65,1296.0,9192.0,8632.0,8640.0,9256.0,0.57,0.75
364,2.48,1296.0,8680.0,8648.0,9112.0,8800.0,0.57,0.14
365,2.36,1310.0,8672.0,9240.0,8640.0,9256.0,0.55,0.82
366,2.36,1293.0,8560.0,8664.0,9072.0,8840.0,0.55,0.12
367,2.42,1288.0,8560.0,9088.0,8592.0,9264.0,0.55,0.82
368,2.42,1305.0,8536.0,8648.0,9032.0,8840.0,0.55,0.14
369,2.3,1290.0,8672.0,9200.0,8664.0,9392.0,0.55,0.78
370,2.18,1306.0,9120.0,8752.0,9128.0,8960.0,0.55,0.67
371,2.18,1293.0,8744.0,9232.0,8712.0,9400.0,0.57,0.47
372,2.12,1292.0,9176.0,8784.0,9144.0,8920.0,0.57,0.65
373,2.24,1276.0,8688.0,9192.0,8680.0,9392.0,0.57,0.12
374,2.12,1297.0,9200.0,8736.0,9240.0,9352.0,0.57,0.78
375,2.01,1300.0,8784.0,9256.0,8872.0,8864.0,0.57,0.71
376,2.01,1303.0,9176.0,8640.0,9184.0,9288.0,0.57,0.78
377,2.12,1291.0,8696.0,9184.0,8704.0,8784.0,0.57,0.59
378,2.12,1298.0,9160.0,8680.0,9096.0,9288.0,0.57,0.76
379,2.12,1302.0,8672.0,9152.0,8776.0,8776.0,0.57,0.61
380,2.18,1293.0,9168.0,8672.0,8664.0,9288.0,0.55,0.75
381,2.3,1295.0,8576.0,8528.0,8872.0,8600.0,0.55,0.61
382,2.71,1284.0,8872.0,8416.0,8872.0,8600.0,0.53,0.78
383,2.77,1293.0,8312.0,8816.0,8304.0,8456.0,0.53,0.78
384,2.6,1302.0,8816.0,8408.0,8784.0,8560.0,0.53,0.8
385,2.54,1301.0,8384.0,8880.0,8392.0,8544.0,0.53,0.51
386,2.6,1293.0,8784.0,8344.0,8840.0,8560.0,0.55,0.65
387,2.54,1289.0,8344.0,8920.0,8424.0,9072.0,0.55,0.2
388,2.24,1286.0,9000.0,8520.0,8984.0,8720.0,0.55,0.41
389,2.18,1293.0,8584.0,9096.0,8576.0,8760.0,0.57,0.76
390,2.18,1304.0,9064.0,8568.0,8600.0,9192.0,0.57,0.53
391,2.18,1292.0,8616.0,8632.0,9096.0,8832.0,0.57,0.14
392,2.01,1281.0,9144.0,9144.0,8680.0,9336.0,0.57,0.75
393,1.95,1291.0,9208.0,8672.0,9160.0,8864.0,0.57,0.41
394,1.89,1294.0,9264.0,9240.0,8776.0,9384.0,0.57,0.73
395,1.89,1297.0,8824.0,9296.0,9208.0,8896.0,0.57,0.75
396,1.83,1298.0,9176.0,8704.0,8744.0,8872.0,0.53,0.8
397,1.77,1297.0,8728.0,9224.0,8688.0,8888.0,0.53,0.25
398,1.77,1280.0,9208.0,9208.0,8776.0,9408.0,0.55,0.35
399,2.12,1295.0,8360.0,7976.0,8128.0,7896.0,0.53,0.76
400,5.6,1294.0,6968.0,6672.0,6504.0,6448.0,0.53,0.82
401,6.84,1303.0,6624.0,6664.0,6728.0,7032.0,0.51,0.37
402,4.9,1286.0,7376.0,7752.0,7384.0,7864.0,0.53,0.06
403,4.54,1289.0,7872.0,7544.0,8000.0,7696.0,0.55,0.76
404,4.72,1303.0,7128.0,7360.0,6872.0,7296.0,0.55,0.84
405,7.08,1290.0,6256.0,6376.0,6336.0,6632.0,0.53,0.8
406,5.72,1290.0,7368.0,6952.0,7112.0,6960.0,0.53,0.18
407,9.14,1284.0,5416.0,5808.0,5976.0,6240.0,0.53,0.82
408,5.72,1296.0,7640.0,7384.0,7664.0,7456.0,0.55,0.08
409,6.84,1276.0,6360.0,6216.0,6008.0,5992.0,0.53,0.82
410,9.26,1273.0,5824.0,6368.0,6208.0,6440.0,0.53,0.18
411,6.73,1269.0,6392.0,5768.0,5888.0,5448.0,0.53,0.76
412,12.74,1276.0,4224.0,4304.0,4280.0,4528.0,0.47,0.78
413,10.27,1267.0,5896.0,6504.0,6792.0,7592.0,0.53,0.04
414,4.13,1288.0,8280.0,8832.0,8688.0,9152.0,0.55,0.02
415,3.01,1273.0,9160.0,9232.0,9296.0,8912.0,0.61,0.06
416,2.65,1265.0,9264.0,8704.0,8824.0,8872.0,0.63,0.82
417,2.54,1272.0,8832.0,9192.0,8856.0,8928.0,0.65,0.8
418,2.65,1266.0,9112.0,8512.0,9088.0,8640.0,0.63,0.84
419,2.48,1268.0,8688.0,9136.0,8712.0,9208.0,0.59,0.25
420,2.95,1274.0,8488.0,7912.0,8352.0,7872.0,0.57,0.84
421,3.89,1269.0,7952.0,7872.0,8064.0,8552.0,0.57,0.76
422,3.01,1268.0,8288.0,8728.0,8400.0,8920.0,0.57,0.47
423,2.77,1267.0,8888.0,8368.0,8808.0,8520.0,0.57,0.75
424,2.54,1255.0,8520.0,8992.0,8576.0,9184.0,0.57,0.71
425,2.36,1275.0,9032.0,8536.0,9048.0,8736.0,0.55,0.71
426,2.3,1276.0,8568.0,9088.0,8592.0,9144.0,0.55,0.69
427,2.3,1264.0,9032.0,8608.0,9032.0,8752.0,0.55,0.37
428,2.24,1256.0,8664.0,8936.0,8432.0,8920.0,0.55,0.22
429,3.72,1265.0,8296.0,7896.0,8312.0,8016.0,0.55,0.73
430,3.3,1273.0,8112.0,8528.0,8048.0,8600.0,0.53,0.63
431,3.89,1258.0,8176.0,7752.0,8112.0,7808.0,0.53,0.75
432,4.42,1258.0,7104.0,6504.0,6152.0,6392.0,0.49,0.82
433,12.45,1239.0,3928.0,3912.0,3400.0,3584.0,0.41,0.88
434,15.1,1247.0,3624.0,3864.0,3840.0,4432.0,0.41,0.86
435,11.5,1256.0,4576.0,4904.0,4744.0,5200.0,0.39,0.49
436,9.56,1249.0,5200.0,5712.0,5280.0,5800.0,0.41,0.04
437,10.68,1242.0,4960.0,4656.0,4840.0,4664.0,0.47,0.65
438,10.8,1235.0,4936.0,4984.0,5224.0,5784.0,0.47,0.08
439,8.44,1252.0,5904.0,6192.0,6096.0,6336.0,0.53,0.04
440,10.32,1232.0,5008.0,4672.0,4800.0,4480.0,0.53,0.84
441,13.57,1239.0,3872.0,3784.0,3696.0,3664.0,0.51,0.76
442,15.04,1229.0,3080.0,3288.0,2912.0,3216.0,0.47,0.8
443,16.05,1223.0,2920.0,3168.0,3120.0,3504.0,0.47,0.16
444,13.98,1219.0,4160.0,4272.0,4464.0,4720.0,0.47,0.04
445,11.27,1221.0,5432.0,5688.0,5624.0,5896.0,0.49,0.04
446,9.85,1215.0,6168.0,6440.0,6568.0,6744.0,0.57,0.1
447,8.38,1204.0,7104.0,6584.0,7048.0,6616.0,0.61,0.73
448,8.85,1209.0,6160.0,5920.0,5976.0,5856.0,0.61,0.82
449,10.62,1203.0,5264.0,5048.0,5168.0,5072.0,0.57,0.82
450,11.8,1199.0,4736.0,4648.0,4712.0,4680.0,0.53,0.8
451,12.27,1199.0,4456.0,4808.0,4472.0,4984.0,0.49,0.51
452,10.38,1197.0,6056.0,6040.0,6528.0,6504.0,0.55,0.04
453,6.43,1198.0,7832.0,7664.0,8072.0,7992.0,0.57,0.08
454,5.78,1184.0,8240.0,8128.0,8168.0,8232.0,0.61,0.76
455,5.49,1183.0,7904.0,8096.0,7808.0,7776.0,0.61,0.76
456,5.78,1186.0,6736.0,6368.0,6152.0,5960.0,0.59,0.84
457,11.45,1177.0,4640.0,4256.0,4168.0,4216.0,0.49,0.86
458,13.75,1180.0,3992.0,4024.0,4040.0,4104.0,0.49,0.78
459,12.63,1177.0,4160.0,4504.0,4112.0,4520.0,0.47,0.2
460,13.39,1170.0,4384.0,4272.0,4464.0,4416.0,0.45,0.16
461,12.04,1172.0,4872.0,5048.0,5088.0,5248.0,0.45,0.12
462,11.68,1169.0,4904.0,4960.0,4888.0,4896.0,0.47,0.69
463,12.45,1167.0,4832.0,5536.0,5000.0,5856.0,0.45,0.18
464,8.5,1166.0,6776.0,6416.0,6864.0,6944.0,0.53,0.04
465,6.08,1163.0,8072.0,7960.0,8288.0,8200.0,0.57,0.04
466,5.13,1164.0,8336.0,8192.0,8216.0,7936.0,0.61,0.82
467,6.96,1149.0,7280.0,7328.0,7312.0,7560.0,0.57,0.82
468,5.72,1154.0,7656.0,7600.0,7776.0,7704.0,0.53,0.27
469,6.55,1163.0,6712.0,6744.0,6416.0,6656.0,0.53,0.82
470,9.5,1151.0,5680.0,5632.0,5544.0,5648.0,0.53,0.82
471,10.21,1152.0,5336.0,5328.0,5192.0,5224.0,0.51,0.8
472,12.33,1146.0,3920.0,3800.0,3544.0,3440.0,0.47,0.82
473,16.64,1144.0,3088.0,3304.0,3224.0,3496.0,0.45,0.84
474,13.63,1400.0,4304.0,4472.0,4520.0,5400.0,0.43,0.04
475,9.56,1523.0,5632.0,6232.0,6040.0,6384.0,0.47,0.02
476,11.86,1615.0,4232.0,3848.0,3712.0,3504.0,0.55,0.76
477,16.34,1440.0,2832.0,2840.0,2688.0,2784.0,0.57,0.82
478,16.46,1331.0,3016.0,3176.0,3128.0,3544.0,0.53,0.06
479,14.51,1332.0,3832.0,4040.0,3960.0,4320.0,0.51,0.04
480,13.86,1404.0,4288.0,4632.0,4472.0,4816.0,0.55,0.1
481,12.04,1473.0,5720.0,5576.0,5912.0,6160.0,0.57,0.06
482,8.73,1608.0,7304.0,7112.0,7264.0,7192.0,0.67,0.78
483,8.97,1554.0,6592.0,6648.0,6416.0,6264.0,0.63,0.84
484,9.79,1485.0,5976.0,5928.0,6048.0,6104.0,0.57,0.78
485,8.14,1469.0,6904.0,7376.0,7128.0,7448.0,0.57,0.06
486,6.61,1500.0,7904.0,7888.0,8032.0,8032.0,0.57,0.65
487,6.19,1474.0,8008.0,7392.0,7744.0,7128.0,0.57,0.84
488,9.26,1363.0,5400.0,5192.0,5224.0,4736.0,0.51,0.86
489,12.92,1143.0,4160.0,4056.0,4088.0,3960.0,0.49,0.84
490,13.98,1141.0,3696.0,3536.0,3552.0,3528.0,0.47,0.84
491,15.34,1212.0,3024.0,3048.0,2912.0,3064.0,0.47,0.8
492,16.34,1139.0,2736.0,3056.0,2728.0,3128.0,0.47,0.71
493,16.17,1089.0,2808.0,2976.0,3040.0,3056.0,0.47,0.08
494,15.93,1088.0,3096.0,3040.0,3104.0,2952.0,0.47,0.06
495,16.76,1067.0,2720.0,2632.0,2528.0,2584.0,0.47,0.76
496,18.05,1056.0,2184.0,2312.0,2096.0,2328.0,0.47,0.84
497,18.64,1057.0,1992.0,2176.0,2024.0,2080.0,0.47,0.8
498,18.41,1053.0,2104.0,2224.0,2184.0,2240.0,0.47,0.61
499,17.99,1050.0,2400.0,2344.0,2472.0,2344.0,0.47,0.08
500,17.64,1043.0,2544.0,2600.0,2688.0,2648.0,0.47,0.08
501,16.81,1036.0,2880.0,2968.0,2880.0,2920.0,0.47,0.12
502,17.94,1036.0,2176.0,2288.0,2024.0,2080.0,0.47,0.84
503,19.76,1140.0,1576.0,1720.0,1600.0,1640.0,0.47,0.84
504,20.36,1108.0,1368.0,1440.0,1368.0,1464.0,0.47,0.86
505,19.94,1091.0,1536.0,1752.0,1688.0,1744.0,0.47,0.84
506,19.0,1132.0,1872.0,2024.0,1928.0,2056.0,0.47,0.71
507,18.53,1149.0,1968.0,2088.0,2024.0,2272.0,0.47,0.14
508,18.76,1147.0,1904.0,2128.0,1840.0,1984.0,0.47,0.1
509,19.59,1128.0,1672.0,1520.0,1576.0,1512.0,0.47,0.73
510,20.65,1094.0,1240.0,1192.0,1224.0,1064.0,0.47,0.84
511,21.59,1058.0,880.0,872.0,816.0,856.0,0.47,0.86
512,22.07,1030.0,752.0,744.0,736.0,728.0,0.35,0.84
513,22.24,1014.0,720.0,736.0,720.0,728.0,0.35,0.84
514,22.3,1000.0,720.0,728.0,712.0,736.0,0.33,0.84
515,22.3,989.0,720.0,808.0,728.0,832.0,0.33,0.8
516,22.3,990.0,712.0,840.0,712.0,808.0,0.31,0.8
517,22.3,983.0,680.0,824.0,696.0,832.0,0.31,0.71
518,22.3,963.0,688.0,856.0,688.0,840.0,0.31,0.2
519,22.3,953.0,672.0,856.0,672.0,856.0,0.31,0.06
520,22.3,947.0,752.0,880.0,760.0,864.0,0.31,0.04
521,22.3,946.0,768.0,880.0,768.0,880.0,0.33,0.04
522,22.3,947.0,784.0,792.0,768.0,800.0,0.33,0.08
523,22.3,940.0,792.0,808.0,792.0,808.0,0.33,0.08
524,22.3,935.0,808.0,808.0,816.0,816.0,0.33,0.33
525,22.3,928.0,832.0,888.0,728.0,880.0,0.33,0.63
526,22.3,918.0,744.0,912.0,728.0,888.0,0.33,0.14
527,22.24,901.0,744.0,912.0,752.0,912.0,0.33,0.06
528,22.24,887.0,736.0,912.0,752.0,912.0,0.33,0.04
529,22.24,879.0,832.0,832.0,808.0,832.0,0.33,0.04
530,22.24,881.0,816.0,824.0,816.0,824.0,0.31,0.04
531,22.24,883.0,840.0,824.0,824.0,824.0,0.31,0.06
532,22.24,870.0,848.0,880.0,896.0,1048.0,0.31,0.27
533,21.3,889.0,1400.0,1480.0,1360.0,1544.0,0.31,0.61
534,20.3,969.0,1544.0,1752.0,1584.0,1824.0,0.43,0.82
535,19.59,1055.0,1752.0,1984.0,1760.0,1896.0,0.43,0.59
536,19.06,1066.0,1928.0,2072.0,2144.0,2128.0,0.43,0.06
537,18.41,1069.0,2304.0,2224.0,2352.0,2296.0,0.43,0.06
538,17.94,1091.0,2504.0,2552.0,2528.0,2560.0,0.45,0.06
539,17.82,1105.0,2616.0,2624.0,2648.0,2632.0,0.45,0.53
540,17.7,1109.0,2488.0,2712.0,2552.0,2712.0,0.47,0.75
541,17.23,1116.0,2656.0,2912.0,2728.0,2784.0,0.47,0.08
542,16.58,1149.0,3040.0,2936.0,3200.0,3032.0,0.45,0.24
543,15.99,1194.0,3184.0,3376.0,3224.0,3504.0,0.47,0.76
544,15.81,1224.0,3248.0,3528.0,3216.0,3384.0,0.45,0.14
545,15.69,1187.0,3488.0,3352.0,3496.0,3416.0,0.47,0.06
546,15.28,1111.0,3752.0,3648.0,3768.0,3696.0,0.47,0.31
547,15.16,1116.0,3608.0,3704.0,3608.0,3856.0,0.49,0.78
548,15.22,1099.0,3424.0,3440.0,3112.0,3096.0,0.47,0.76
549,17.7,1083.0,2064.0,2040.0,1912.0,1896.0,0.49,0.82
550,20.18,1112.0,1432.0,1296.0,1264.0,1256.0,0.49,0.84
551,21.59,1036.0,984.0,944.0,928.0,944.0,0.49,0.8
552,22.07,998.0,824.0,824.0,832.0,808.0,0.37,0.22
553,22.18,973.0,792.0,792.0,872.0,784.0,0.37,0.08
554,22.24,964.0,856.0,776.0,856.0,784.0,0.37,0.06
555,22.24,962.0,872.0,800.0,848.0,792.0,0.37,0.06
556,22.3,960.0,848.0,792.0,856.0,792.0,0.37,0.06
557,22.3,957.0,872.0,872.0,888.0,872.0,0.37,0.08
558,22.3,959.0,888.0,872.0,888.0,872.0,0.35,0.12
559,22.3,967.0,880.0,872.0,888.0,880.0,0.35,0.22
560,22.36,965.0,888.0,896.0,888.0,896.0,0.35,0.63
561,22.36,967.0,824.0,912.0,808.0,896.0,0.35,0.75
562,22.36,958.0,816.0,920.0,808.0,928.0,0.35,0.76
563,22.36,958.0,816.0,920.0,816.0,912.0,0.33,0.67
564,22.36,954.0,808.0,912.0,808.0,840.0,0.35,0.14
565,22.36,943.0,872.0,832.0,872.0,832.0,0.35,0.06
566,22.36,943.0,880.0,832.0,880.0,832.0,0.35,0.06
567,22.36,942.0,904.0,840.0,896.0,848.0,0.35,0.2
568,22.36,942.0,912.0,912.0,904.0,912.0,0.35,0.69
569,22.36,959.0,840.0,920.0,832.0,912.0,0.33,0.78
570,22.36,958.0,832.0,920.0,840.0,920.0,0.33,0.76
571,22.42,957.0,800.0,912.0,816.0,920.0,0.33,0.71
572,22.42,962.0,808.0,832.0,792.0,840.0,0.33,0.29
573,22.42,958.0,808.0,832.0,888.0,840.0,0.33,0.1
574,22.42,951.0,872.0,832.0,872.0,824.0,0.33,0.06
575,22.42,956.0,888.0,816.0,904.0,824.0,0.33,0.1
576,22.42,955.0,880.0,824.0,880.0,800.0,0.33,0.29
577,22.42,958.0,904.0,888.0,912.0,896.0,0.33,0.71
578,22.42,965.0,824.0,872.0,832.0,880.0,0.33,0.75
579,22.42,964.0,832.0,872.0,824.0,904.0,0.31,0.76
580,22.42,957.0,808.0,880.0,808.0,904.0,0.31,0.27
581,22.42,961.0,816.0,904.0,816.0,904.0,0.31,0.06
582,22.42,962.0,896.0,832.0,880.0,840.0,0.31,0.06
583,22.42,963.0,904.0,832.0,896.0,832.0,0.31,0.06
584,22.42,962.0,904.0,832.0,896.0,832.0,0.31,0.53
585,22.42,966.0,904.0,832.0,896.0,832.0,0.31,0.73
586,22.42,972.0,824.0,912.0,816.0,904.0,0.31,0.78
587,22.48,973.0,784.0,880.0,800.0,888.0,0.29,0.8
588,22.48,979.0,792.0,888.0,768.0,880.0,0.29,0.75
589,22.07,989.0,1360.0,1536.0,1568.0,1576.0,0.29,0.49
590,20.06,1109.0,1856.0,1992.0,1912.0,2080.0,0.41,0.75
591,19.59,1219.0,1544.0,1568.0,1504.0,1312.0,0.41,0.47
592,21.65,1114.0,1096.0,1032.0,1056.0,928.0,0.31,0.75
593,22.18,1062.0,1112.0,968.0,1032.0,960.0,0.31,0.8
594,22.12,1072.0,888.0,896.0,872.0,840.0,0.29,0.82
595,22.42,1059.0,768.0,768.0,760.0,832.0,0.29,0.76
596,22.54,1031.0,728.0,800.0,728.0,808.0,0.29,0.1
597,22.54,1001.0,720.0,816.0,720.0,792.0,0.29,0.04
598,22.6,990.0,728.0,816.0,728.0,816.0,0.29,0.04
599,22.6,984.0,784.0,840.0,808.0,832.0,0.31,0.04
600,22.6,998.0,808.0,848.0,808.0,856.0,0.31,0.04
601,22.6,1000.0,824.0,872.0,824.0,864.0,0.31,0.04
602,22.54,1003.0,832.0,880.0,832.0,880.0,0.29,0.04
603,22.54,1011.0,856.0,904.0,872.0,896.0,0.29,0.06
604,22.54,1015.0,864.0,912.0,888.0,904.0,0.29,0.06
605,22.54,1021.0,896.0,920.0,888.0,848.0,0.29,0.16
606,22.54,1020.0,896.0,832.0,904.0,848.0,0.29,0.63
607,22.54,1021.0,888.0,832.0,896.0,824.0,0.29,0.73
608,22.54,1016.0,872.0,840.0,880.0,832.0,0.29,0.76
609,22.54,1009.0,800.0,912.0,808.0,920.0,0.29,0.8
610,22.54,1002.0,816.0,936.0,808.0,928.0,0.29,0.76
611,22.54,996.0,792.0,920.0,792.0,920.0,0.27,0.39
612,22.54,984.0,784.0,952.0,784.0,944.0,0.29,0.06
613,22.54,981.0,872.0,840.0,856.0,848.0,0.29,0.04
614,22.54,982.0,856.0,840.0,864.0,848.0,0.29,0.04
615,22.48,975.0,872.0,856.0,880.0,864.0,0.29,0.06
616,22.48,967.0,896.0,864.0,896.0,872.0,0.29,0.06
617,22.48,967.0,928.0,968.0,936.0,952.0,0.29,0.1
618,22.48,970.0,936.0,976.0,928.0,944.0,0.29,0.65
619,22.48,969.0,864.0,968.0,856.0,968.0,0.29,0.78
620,22.48,963.0,840.0,960.0,848.0,944.0,0.29,0.78
621,22.48,955.0,840.0,952.0,848.0,928.0,0.27,0.78
622,22.48,947.0,832.0,920.0,832.0,848.0,0.27,0.76
623,22.42,930.0,808.0,840.0,808.0,848.0,0.25,0.75
624,22.42,915.0,800.0,832.0,808.0,840.0,0.25,0.18
625,22.42,900.0,792.0,832.0,808.0,832.0,0.25,0.08
626,22.36,881.0,904.0,816.0,904.0,816.0,0.25,0.04
627,22.36,877.0,904.0,808.0,896.0,832.0,0.25,0.06
628,22.36,877.0,912.0,816.0,920.0,816.0,0.27,0.06
629,22.3,872.0,928.0,824.0,936.0,832.0,0.27,0.08
630,22.3,862.0,952.0,912.0,952.0,936.0,0.27,0.16
631,22.24,874.0,968.0,960.0,952.0,952.0,0.27,0.65
632,22.24,882.0,896.0,952.0,904.0,944.0,0.27,0.76
633,22.24,882.0,896.0,952.0,888.0,936.0,0.25,0.8
634,22.24,884.0,880.0,936.0,880.0,936.0,0.25,0.82
635,22.24,873.0,872.0,944.0,872.0,920.0,0.25,0.8
636,22.24,870.0,832.0,856.0,824.0,848.0,0.25,0.78
637,22.3,864.0,824.0,832.0,832.0,832.0,0.25,0.76
638,22.3,849.0,832.0,848.0,808.0,824.0,0.25,0.16
639,22.3,839.0,824.0,832.0,832.0,832.0,0.25,0.08
640,22.24,835.0,896.0,832.0,904.0,832.0,0.25,0.06
641,22.24,829.0,912.0,840.0,904.0,840.0,0.25,0.06
642,22.24,843.0,920.0,832.0,920.0,840.0,0.25,0.06
643,22.24,850.0,920.0,856.0,936.0,848.0,0.25,0.41
644,22.24,860.0,856.0,936.0,856.0,944.0,0.25,0.69
645,22.24,862.0,832.0,928.0,832.0,928.0,0.25,0.73
646,22.24,870.0,824.0,928.0,832.0,936.0,0.25,0.71
647,22.3,866.0,832.0,944.0,832.0,944.0,0.25,0.18
648,22.3,876.0,832.0,848.0,816.0,856.0,0.25,0.08
649,22.3,871.0,888.0,864.0,880.0,840.0,0.25,0.08
650,22.3,876.0,912.0,832.0,880.0,832.0,0.25,0.12
651,22.3,879.0,912.0,824.0,904.0,808.0,0.25,0.53
652,22.36,887.0,896.0,800.0,800.0,800.0,0.25,0.73
653,22.36,881.0,808.0,792.0,792.0,792.0,0.25,0.76
654,22.24,875.0,1024.0,1104.0,1096.0,1144.0,0.25,0.76
655,21.59,919.0,1224.0,1440.0,1304.0,1504.0,0.25,0.8
656,20.06,1035.0,1712.0,2024.0,1936.0,2032.0,0.37,0.78
657,18.53,1158.0,2240.0,2416.0,2536.0,2464.0,0.37,0.08
658,17.52,1166.0,2728.0,2720.0,2888.0,2792.0,0.37,0.06
659,16.7,1200.0,3216.0,3192.0,3272.0,3240.0,0.35,0.47
660,16.22,1234.0,3240.0,3448.0,3328.0,3632.0,0.37,0.67
661,15.1,1284.0,3584.0,3624.0,3848.0,3728.0,0.37,0.06
662,14.87,1328.0,3856.0,3616.0,3568.0,3400.0,0.37,0.49
663,17.58,1282.0,2320.0,2336.0,2240.0,2488.0,0.37,0.8
664,18.41,1176.0,2376.0,2376.0,2504.0,2568.0,0.37,0.2
665,17.11,1191.0,2976.0,2848.0,3176.0,2984.0,0.37,0.06
666,16.22,1234.0,3400.0,3376.0,3576.0,3440.0,0.37,0.06
667,15.63,1218.0,3768.0,3688.0,3832.0,3856.0,0.41,0.51
668,14.81,1168.0,3848.0,4136.0,3904.0,4312.0,0.43,0.71
669,13.86,1173.0,4328.0,4400.0,4504.0,4816.0,0.47,0.08
670,11.27,1156.0,5760.0,5504.0,5992.0,6160.0,0.49,0.08
671,9.32,1093.0,6624.0,6520.0,6672.0,6784.0,0.53,0.75
672,8.61,1097.0,6448.0,6856.0,6464.0,6840.0,0.51,0.71
673,8.32,1109.0,6536.0,6456.0,6960.0,6576.0,0.49,0.16
674,7.73,1116.0,7104.0,7008.0,6808.0,7128.0,0.47,0.8
675,7.2,1111.0,7336.0,7400.0,7432.0,7096.0,0.45,0.12
676,6.73,1136.0,7600.0,6984.0,7200.0,7112.0,0.49,0.82
677,6.73,1141.0,6904.0,7064.0,6752.0,7072.0,0.47,0.78
678,8.32,1150.0,6192.0,6136.0,6112.0,6232.0,0.45,0.51
679,8.73,1156.0,6384.0,5944.0,6408.0,6024.0,0.45,0.14
680,8.73,1162.0,6456.0,6288.0,6456.0,6448.0,0.47,0.76
681,8.85,1158.0,6056.0,6440.0,6056.0,6584.0,0.49,0.75
682,8.85,1170.0,6000.0,6120.0,6336.0,6232.0,0.45,0.08
683,8.97,1173.0,6344.0,5984.0,6344.0,6080.0,0.47,0.65
684,9.14,1180.0,5992.0,6312.0,6000.0,6344.0,0.51,0.76
685,9.2,1185.0,5864.0,6280.0,5880.0,6088.0,0.49,0.47
686,9.26,1185.0,6120.0,5792.0,6016.0,5728.0,0.47,0.76
687,10.09,1198.0,5512.0,5792.0,5472.0,5896.0,0.49,0.8
688,10.38,1198.0,5304.0,5408.0,5296.0,5504.0,0.47,0.16
689,10.56,1211.0,5576.0,5360.0,5600.0,5432.0,0.47,0.33
690,10.62,1213.0,5344.0,5688.0,5352.0,5800.0,0.51,0.78
691,10.68,1222.0,5360.0,5480.0,5680.0,5632.0,0.53,0.24
692,10.15,1221.0,5896.0,5624.0,5968.0,5712.0,0.55,0.33
693,9.62,1234.0,5888.0,6264.0,5944.0,6544.0,0.57,0.78
694,8.91,1237.0,6456.0,6216.0,6488.0,6336.0,0.57,0.08
695,8.79,1231.0,6552.0,6128.0,6576.0,6528.0,0.59,0.8
696,9.14,1244.0,6072.0,6328.0,6008.0,6432.0,0.59,0.82
697,9.73,1249.0,5480.0,5312.0,5072.0,5120.0,0.51,0.8
698,12.8,1245.0,3976.0,3872.0,3928.0,3736.0,0.49,0.84
699,15.69,1248.0,2960.0,3024.0,2832.0,2904.0,0.47,0.8
700,16.81,1251.0,2640.0,2936.0,2632.0,2968.0,0.47,0.14
701,17.05,1259.0,2688.0,2920.0,2728.0,3064.0,0.47,0.06
702,17.05,1258.0,2896.0,3080.0,2912.0,3128.0,0.47,0.12
703,17.05,1248.0,3032.0,2960.0,3152.0,3072.0,0.53,0.63
704,15.93,1253.0,3272.0,3520.0,3328.0,3632.0,0.55,0.08
705,15.63,1253.0,3464.0,3648.0,3504.0,3624.0,0.57,0.08
706,16.58,1247.0,3232.0,3024.0,3184.0,3032.0,0.59,0.78
707,17.29,1249.0,2792.0,2664.0,2744.0,2688.0,0.57,0.82
708,17.52,1257.0,2632.0,2592.0,2592.0,2688.0,0.53,0.78
709,18.17,1251.0,2296.0,2472.0,2328.0,2496.0,0.53,0.67
710,18.53,1250.0,2416.0,2296.0,2472.0,2368.0,0.51,0.1
711,18.41,1250.0,2384.0,2160.0,2288.0,2096.0,0.51,0.61
712,19.82,1245.0,1600.0,1632.0,1480.0,1504.0,0.53,0.86
713,21.3,1240.0,1080.0,1120.0,1000.0,1024.0,0.53,0.86
714,22.3,1212.0,1016.0,1192.0,1232.0,1224.0,0.37,0.84
715,20.71,1263.0,1752.0,1880.0,1888.0,2024.0,0.49,0.86
716,18.82,1255.0,2160.0,2336.0,2264.0,2376.0,0.47,0.53
