frame,Mis-Fire Monitor Status,Mis-Fire Counter-200 REV,Mis-Fire Counter CAT 200 Rev,Cylinder 1 FTP Mis-Fire Counter,Cylinder 2 FTP Mis-Fire Counter,Cylinder 3 FTP Mis-Fire Counter,Cylinder 4 FTP Mis-Fire Counter,Cylinder 5 FTP Mis-Fire Counter,Cylinder 6 FTP Mis-Fire Counter,Cylinder 7 FTP Mis-Fire Counter,Cylinder 8 FTP Mis-Fire Counter
199,,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
