frame,TPS 1 Volts,TPS 2 Volts,Engine Speed,Purge AirFlow,Injector Pulse Width Cylinder 1,Injector Pulse Width Cylinder 2,1/1 O2 Goal(0-1),1/1 O2 Volts(0-1)
368,0.83,4.17,1271.0,0.0,1616.0,1800.0,0.57,0.12
369,0.88,4.12,1266.0,0.0,1872.0,1880.0,0.57,0.06
370,0.88,4.13,1253.0,0.0,2008.0,1856.0,0.57,0.55
371,0.8,4.21,1242.0,0.0,1456.0,1552.0,0.57,0.84
372,0.81,4.19,1240.0,0.0,1312.0,1392.0,0.57,0.86
373,0.8,4.21,1229.0,0.0,1160.0,1064.0,0.55,0.82
374,0.77,4.23,1190.0,0.0,0.0,896.0,0.55,0.29
375,0.85,4.14,1216.0,0.0,1616.0,1536.0,0.55,0.02
376,0.94,4.06,1258.0,0.0,2192.0,2184.0,0.55,0.02
377,0.95,4.02,1238.0,0.0,2960.0,3120.0,0.55,0.02
378,1.07,3.92,1345.0,0.0,4352.0,4424.0,0.63,0.06
379,1.09,3.91,1366.0,0.0,5016.0,5032.0,0.67,0.76
380,1.08,3.92,1333.0,0.0,4936.0,5136.0,0.67,0.82
381,1.07,3.93,1283.0,0.0,4824.0,4920.0,0.61,0.82
382,1.0,4.0,1254.0,0.0,4256.0,4240.0,0.59,0.82
383,0.96,4.03,1222.0,0.0,3784.0,3864.0,0.57,0.8
384,1.09,3.9,1227.0,0.0,4736.0,5208.0,0.57,0.08
385,1.04,3.97,1231.0,0.0,5216.0,4960.0,0.57,0.63
386,1.07,3.93,1229.0,0.0,4904.0,4912.0,0.61,0.82
387,1.01,4.02,1223.0,0.0,4176.0,4240.0,0.57,0.82
388,0.8,4.2,1218.0,0.0,2616.0,2976.0,0.57,0.82
389,1.06,3.91,1227.0,0.0,3992.0,4024.0,0.57,0.1
390,1.17,3.82,1258.0,0.0,5696.0,5984.0,0.57,0.06
391,1.25,3.74,1389.0,0.0,7256.0,6912.0,0.63,0.59
392,1.15,3.89,1225.0,0.0,7136.0,6144.0,0.67,0.86
393,1.05,3.94,1236.0,0.0,5336.0,5160.0,0.57,0.84
394,1.19,3.8,1253.0,0.0,6176.0,6504.0,0.61,0.12
395,1.12,3.9,1266.0,0.0,6472.0,6008.0,0.61,0.51
396,1.05,3.95,1271.0,0.0,5376.0,4832.0,0.57,0.86
397,1.07,3.93,1279.0,0.0,4896.0,5080.0,0.55,0.78
398,0.98,4.05,1281.0,0.0,3992.0,4144.0,0.53,0.82
399,0.93,4.07,1281.0,0.0,3152.0,3288.0,0.53,0.65
400,1.01,3.98,1289.0,0.0,3440.0,3832.0,0.53,0.06
401,1.04,3.96,1292.0,0.0,4160.0,4440.0,0.57,0.06
402,1.04,3.93,1301.0,0.0,4640.0,5200.0,0.57,0.71
403,1.32,3.66,1329.0,0.0,7280.0,7936.0,0.67,0.25
404,1.34,3.7,1391.0,0.0,7704.0,7128.0,0.67,0.8
405,0.97,4.03,1333.0,0.0,4696.0,4784.0,0.57,0.88
406,1.05,3.93,1325.0,0.0,4432.0,4512.0,0.57,0.78
407,1.15,3.84,1339.0,0.0,5320.0,5888.0,0.55,0.12
408,1.16,3.84,1349.0,0.0,6088.0,5888.0,0.55,0.55
409,1.06,3.94,1344.0,0.0,5224.0,4912.0,0.55,0.84
410,1.05,3.95,1354.0,0.0,4472.0,4512.0,0.51,0.78
411,1.0,4.0,1351.0,0.0,3752.0,4016.0,0.51,0.61
412,0.86,4.16,1347.0,0.0,2304.0,2072.0,0.53,0.8
413,0.85,4.1,1350.0,0.0,2016.0,1952.0,0.53,0.84
414,1.07,3.93,1360.0,0.0,3008.0,3232.0,0.51,0.35
415,1.0,4.02,1384.0,0.0,3184.0,3392.0,0.53,0.06
416,0.91,4.12,1345.0,0.0,2608.0,2352.0,0.55,0.27
417,0.8,4.21,1350.0,0.0,1544.0,1464.0,0.57,0.78
418,0.9,4.1,1360.0,0.0,1664.0,1696.0,0.55,0.76
419,0.82,4.19,1353.0,0.0,1392.0,1512.0,0.55,0.1
420,0.88,4.09,1350.0,0.0,1688.0,1864.0,0.55,0.06
421,1.1,3.9,1373.0,0.0,3648.0,4208.0,0.57,0.39
422,0.98,4.07,1483.0,0.0,3248.0,3080.0,0.59,0.82
423,0.81,4.18,1353.0,0.0,2536.0,2264.0,0.57,0.88
424,1.03,3.92,1337.0,0.0,3576.0,3824.0,0.57,0.24
425,1.01,4.02,1445.0,0.0,3688.0,3520.0,0.55,0.84
426,0.97,3.97,1372.0,0.0,3400.0,3520.0,0.53,0.67
427,0.98,4.07,1373.0,0.0,2928.0,2936.0,0.53,0.53
428,0.79,4.21,1372.0,0.0,1704.0,1728.0,0.53,0.82
429,1.01,3.98,1378.0,0.0,2536.0,2648.0,0.51,0.82
430,1.02,4.0,1375.0,0.0,3000.0,3144.0,0.49,0.16
431,0.94,4.06,1375.0,0.0,2928.0,2992.0,0.51,0.1
432,0.97,4.07,1382.0,0.0,2936.0,2776.0,0.53,0.29
433,0.8,4.2,1365.0,0.0,1824.0,1640.0,0.53,0.84
434,0.89,4.07,1366.0,0.0,2104.0,2168.0,0.53,0.86
435,1.1,3.9,1385.0,0.0,3384.0,3368.0,0.49,0.78
436,0.83,4.18,1404.0,0.0,2112.0,2392.0,0.49,0.8
437,1.0,3.93,1382.0,0.0,3328.0,3672.0,0.49,0.08
438,1.05,4.0,1447.0,0.0,4032.0,4000.0,0.53,0.69
439,0.83,4.14,1382.0,0.0,2152.0,2392.0,0.53,0.78
440,1.13,3.87,1404.0,0.0,4088.0,4056.0,0.51,0.08
441,0.85,4.17,1382.0,0.0,3032.0,2616.0,0.55,0.84
442,0.79,4.21,1381.0,0.0,1880.0,2144.0,0.55,0.82
443,1.05,3.93,1386.0,0.0,2952.0,3200.0,0.53,0.25
444,1.07,3.94,1396.0,0.0,3864.0,3672.0,0.53,0.1
445,0.83,4.18,1385.0,0.0,2312.0,2384.0,0.55,0.84
446,0.97,4.0,1387.0,0.0,3272.0,3488.0,0.53,0.73
447,1.09,3.96,1432.0,0.0,4240.0,4000.0,0.53,0.67
448,0.94,4.06,1379.0,0.0,3448.0,3312.0,0.53,0.84
449,1.01,3.99,1400.0,0.0,3096.0,3216.0,0.51,0.16
450,0.87,4.15,1385.0,0.0,2344.0,2160.0,0.51,0.33
451,0.91,4.07,1390.0,0.0,2104.0,2576.0,0.53,0.67
452,1.15,3.83,1407.0,0.0,3880.0,4504.0,0.53,0.1
453,1.11,3.93,1570.0,0.0,4416.0,4128.0,0.53,0.8
454,0.93,4.07,1370.0,0.0,3112.0,3088.0,0.53,0.84
455,0.93,4.07,1384.0,0.0,2640.0,2648.0,0.53,0.51
456,1.02,3.98,1351.0,0.0,3000.0,3312.0,0.53,0.06
457,0.94,4.08,1216.0,0.0,2936.0,2824.0,0.55,0.1
458,0.82,4.16,1032.0,0.0,3008.0,2456.0,0.59,0.78
459,0.8,4.21,1107.0,0.07,2144.0,1976.0,0.63,0.86
460,0.76,4.24,1123.0,0.07,1520.0,1440.0,0.61,0.86
461,0.74,4.26,1058.0,0.07,1216.0,1200.0,0.57,0.86
462,0.93,4.03,1054.0,0.07,2728.0,2808.0,0.57,0.86
463,0.99,4.05,1220.0,0.07,2800.0,2784.0,0.57,0.76
464,0.77,4.24,1150.0,0.07,1752.0,1720.0,0.55,0.82
465,0.77,4.22,1067.0,0.07,1600.0,1504.0,0.53,0.8
466,0.77,4.23,1067.0,0.07,1288.0,1328.0,0.51,0.76
467,0.75,4.26,1052.0,0.07,1000.0,1088.0,0.51,0.76
468,0.74,4.26,1019.0,0.0,928.0,1200.0,0.39,0.59
469,0.82,4.18,1008.0,0.0,1280.0,1400.0,0.39,0.12
470,0.76,4.25,1063.0,0.0,1176.0,1168.0,0.41,0.08
471,0.87,4.07,1036.0,0.0,2416.0,2328.0,0.53,0.1
472,1.04,3.96,1165.0,0.0,3376.0,3280.0,0.49,0.59
473,0.79,4.22,1177.0,0.0,1960.0,2264.0,0.51,0.8
474,0.93,4.04,1080.0,0.01,2504.0,2952.0,0.51,0.8
475,1.05,3.97,1152.0,0.0,3248.0,3152.0,0.49,0.43
476,0.78,4.23,1167.0,0.0,2040.0,2024.0,0.53,0.1
477,1.0,3.99,1079.0,0.15,3096.0,3048.0,0.53,0.71
478,1.04,3.97,1179.0,0.0,3488.0,3800.0,0.49,0.1
479,0.96,4.04,1250.0,0.0,3432.0,3664.0,0.53,0.04
480,0.84,4.2,1236.0,0.0,2376.0,2200.0,0.57,0.33
481,0.79,4.21,1102.0,0.0,1712.0,1592.0,0.59,0.75
482,0.75,4.25,1028.0,0.0,1520.0,1808.0,0.61,0.8
483,1.1,3.89,1039.0,0.22,3728.0,3880.0,0.61,0.8
484,1.07,3.96,1314.0,0.0,4672.0,4536.0,0.61,0.82
485,0.81,4.2,1336.0,0.0,2592.0,2416.0,0.57,0.76
486,0.79,4.14,1108.0,0.0,2968.0,3344.0,0.57,0.1
487,1.08,3.94,1193.0,0.0,4096.0,4040.0,0.55,0.16
488,0.8,4.21,1249.0,0.0,2232.0,2320.0,0.57,0.86
489,0.96,3.99,1118.0,0.17,3072.0,3560.0,0.57,0.84
490,1.08,3.95,1182.0,0.0,3704.0,3744.0,0.53,0.35
491,0.8,4.21,1244.0,0.0,2448.0,2360.0,0.53,0.14
492,0.98,3.95,1136.0,0.04,3992.0,4160.0,0.53,0.73
493,1.22,3.79,1269.0,0.0,5480.0,5712.0,0.53,0.08
494,0.93,4.07,1423.0,0.0,3760.0,3528.0,0.53,0.75
495,1.26,3.73,1348.0,0.0,5816.0,6376.0,0.55,0.06
496,0.88,4.13,1490.0,0.0,3744.0,3392.0,0.59,0.69
497,0.93,4.03,1319.0,0.0,3664.0,3576.0,0.61,0.76
498,1.19,3.81,1282.0,0.0,5272.0,5720.0,0.59,0.16
499,1.02,3.98,1448.0,0.0,4616.0,4352.0,0.61,0.73
500,0.93,4.12,1391.0,0.0,3320.0,3176.0,0.63,0.78
501,0.79,4.23,1238.0,0.0,1840.0,2176.0,0.63,0.73
502,0.95,4.04,1103.0,0.0,2544.0,2768.0,0.67,0.27
503,0.94,4.08,1151.0,0.19,2984.0,2864.0,0.65,0.78
504,1.02,3.93,1163.0,0.0,4000.0,4696.0,0.63,0.16
505,1.08,3.98,1291.0,0.0,4280.0,4248.0,0.63,0.43
506,0.79,4.22,1280.0,0.0,2360.0,2632.0,0.63,0.86
507,1.08,3.92,1157.0,0.0,3592.0,3760.0,0.61,0.84
508,0.87,4.16,1248.0,0.0,2656.0,2584.0,0.57,0.78
509,0.87,4.07,1141.0,0.0,3176.0,3312.0,0.57,0.25
510,1.01,4.03,1174.0,0.0,3304.0,2936.0,0.57,0.12
511,0.77,4.23,1179.0,0.0,2376.0,2752.0,0.57,0.82
512,1.15,3.84,1118.0,0.0,4496.0,5104.0,0.55,0.61
513,0.87,4.17,1360.0,0.0,3328.0,3208.0,0.53,0.82
514,0.78,4.23,1221.0,0.0,1800.0,1728.0,0.53,0.8
515,0.97,3.99,1056.0,0.11,2816.0,3080.0,0.55,0.78
516,0.99,4.06,1188.0,0.0,2912.0,3048.0,0.53,0.1
517,0.78,4.23,1178.0,0.0,1880.0,1792.0,0.55,0.08
518,0.74,4.26,1047.0,0.0,1296.0,1232.0,0.57,0.59
519,0.74,4.26,1019.0,0.0,1112.0,1008.0,0.57,0.73
520,0.75,4.26,1008.0,0.0,896.0,896.0,0.47,0.61
521,0.86,4.11,985.0,0.0,1824.0,1896.0,0.57,0.08
522,0.83,4.2,1095.0,0.09,1760.0,1896.0,0.57,0.06
523,0.88,4.07,1075.0,0.09,2568.0,2528.0,0.57,0.06
524,1.03,3.96,1134.0,0.0,3760.0,3656.0,0.57,0.69
525,1.06,3.94,1277.0,0.0,4304.0,4552.0,0.57,0.59
526,1.07,3.93,1372.0,0.0,4680.0,4424.0,0.57,0.69
527,0.85,4.17,1356.0,0.0,2760.0,2496.0,0.57,0.84
528,0.87,4.09,1195.0,0.0,2576.0,2824.0,0.57,0.82
529,1.01,3.99,1156.0,0.0,3208.0,3560.0,0.57,0.73
530,0.98,4.02,1233.0,0.0,3544.0,3768.0,0.55,0.08
531,1.05,3.95,1271.0,0.0,4232.0,4120.0,0.57,0.06
532,0.98,4.05,1333.0,0.0,3840.0,3224.0,0.57,0.75
533,0.88,4.07,1231.0,0.0,3416.0,3104.0,0.61,0.82
534,1.03,3.96,1220.0,0.0,3744.0,3904.0,0.57,0.75
535,0.83,4.19,1262.0,0.0,2744.0,2776.0,0.55,0.8
536,0.83,4.1,1149.0,0.0,2880.0,3168.0,0.57,0.84
537,1.12,3.88,1173.0,0.0,4480.0,4608.0,0.57,0.86
538,1.0,4.04,1350.0,0.0,3904.0,4080.0,0.53,0.82
539,1.04,3.93,1310.0,0.0,3664.0,3848.0,0.51,0.08
540,1.03,3.98,1321.0,0.0,3992.0,3840.0,0.53,0.04
541,0.87,4.13,1325.0,0.0,2936.0,2912.0,0.57,0.69
542,1.02,3.96,1224.0,0.0,3496.0,3920.0,0.61,0.37
543,1.0,4.07,1283.0,0.0,3480.0,3152.0,0.63,0.37
544,0.78,4.23,1231.0,0.0,2024.0,1872.0,0.65,0.84
545,0.98,3.99,1086.0,0.0,2896.0,3056.0,0.67,0.86
546,1.06,3.94,1180.0,0.0,3904.0,3808.0,0.65,0.47
547,1.07,3.93,1299.0,0.0,4448.0,4752.0,0.59,0.08
548,1.09,3.95,1407.0,0.0,4384.0,4288.0,0.61,0.67
549,0.99,3.98,1365.0,0.0,4400.0,4472.0,0.63,0.76
550,1.21,3.8,1443.0,0.0,5744.0,6040.0,0.57,0.14
551,0.89,4.11,1450.0,0.0,3392.0,3144.0,0.61,0.86
552,1.04,3.92,1290.0,0.0,4176.0,4152.0,0.57,0.27
553,1.09,3.94,1338.0,0.0,4624.0,4640.0,0.57,0.2
554,0.97,3.97,1338.0,0.0,4328.0,4024.0,0.57,0.75
555,1.2,3.8,1352.0,0.0,5616.0,6048.0,0.55,0.1
556,0.98,4.06,1454.0,0.0,4096.0,3776.0,0.57,0.8
557,0.93,4.05,1254.0,0.0,3760.0,3680.0,0.57,0.75
558,1.16,3.81,1256.0,0.0,5496.0,6064.0,0.57,0.29
559,1.07,3.98,1409.0,0.0,5008.0,4448.0,0.57,0.82
560,0.92,4.07,1272.0,0.0,3608.0,4112.0,0.57,0.78
561,1.3,3.7,1194.0,0.0,6824.0,7352.0,0.59,0.12
562,1.18,3.86,1320.0,0.0,6728.0,6072.0,0.61,0.76
563,1.13,3.85,1220.0,0.0,6032.0,5832.0,0.61,0.76
564,1.23,3.77,1023.0,0.0,7256.0,7416.0,0.59,0.06
565,1.23,3.77,1030.0,0.0,8216.0,8152.0,0.61,0.06
566,1.24,3.76,1044.0,0.0,8544.0,8440.0,0.65,0.75
567,1.25,3.75,1041.0,0.0,8168.0,8312.0,0.67,0.76
568,1.22,3.86,1044.0,0.0,8048.0,6936.0,0.65,0.84
569,1.05,3.95,1053.0,0.0,6360.0,5960.0,0.61,0.86
570,1.19,3.8,1047.0,0.0,7040.0,7200.0,0.61,0.22
571,1.01,4.02,1050.0,0.0,6144.0,6208.0,0.61,0.82
572,0.96,4.0,1048.0,0.0,5200.0,5048.0,0.57,0.86
573,1.13,3.87,1062.0,0.0,5976.0,6288.0,0.55,0.47
574,0.93,4.08,1056.0,0.0,4880.0,4584.0,0.55,0.69
575,0.93,4.06,1057.0,0.0,4368.0,4064.0,0.53,0.84
576,1.02,3.98,1057.0,0.0,4440.0,4720.0,0.53,0.71
577,1.02,3.98,1052.0,0.0,4968.0,5256.0,0.53,0.1
578,1.14,3.86,1067.0,0.0,6256.0,5864.0,0.57,0.06
579,0.93,4.08,1059.0,0.0,4784.0,4400.0,0.59,0.84
580,0.95,4.04,1068.0,0.0,4160.0,4112.0,0.59,0.84
581,0.97,4.03,1071.0,0.0,4088.0,4336.0,0.57,0.78
582,1.05,3.94,1064.0,0.0,4656.0,5296.0,0.55,0.12
583,1.09,3.91,1071.0,0.0,5792.0,5880.0,0.57,0.06
584,1.08,3.91,1067.0,0.0,6272.0,5808.0,0.59,0.63
585,0.96,4.04,1059.0,0.0,4856.0,4712.0,0.61,0.84
586,1.04,3.95,1065.0,0.0,4888.0,4856.0,0.59,0.75
587,1.01,4.0,1073.0,0.0,4864.0,5136.0,0.59,0.73
588,1.0,4.0,1072.0,0.0,4584.0,4696.0,0.59,0.76
589,1.01,4.0,1067.0,0.0,4584.0,4464.0,0.57,0.18
590,0.9,4.1,1073.0,0.0,3968.0,4008.0,0.59,0.84
591,0.97,4.02,1071.0,0.0,3824.0,4272.0,0.57,0.8
592,0.98,4.03,1072.0,0.0,3920.0,4312.0,0.55,0.25
593,0.81,4.2,1067.0,0.0,2968.0,2888.0,0.55,0.82
594,0.81,4.19,1070.0,0.0,2248.0,2200.0,0.57,0.86
595,0.82,4.18,1057.0,0.0,1960.0,1992.0,0.55,0.84
596,0.84,4.17,1052.0,0.02,1840.0,1928.0,0.53,0.82
597,0.77,4.24,1053.0,0.02,1440.0,1608.0,0.53,0.78
598,0.75,4.26,1116.0,0.02,1088.0,1256.0,0.53,0.8
599,0.75,4.25,1079.0,0.0,920.0,1008.0,0.41,0.8
600,0.75,4.21,1046.0,0.0,1352.0,1680.0,0.41,0.75
601,0.93,4.07,1090.0,0.0,2080.0,2448.0,0.53,0.78
602,0.95,4.05,1201.0,0.09,2504.0,2808.0,0.53,0.12
603,0.81,4.2,1174.0,0.15,2272.0,2224.0,0.53,0.08
604,0.76,4.25,1104.0,0.15,1632.0,1752.0,0.55,0.78
605,0.93,4.06,1090.0,0.19,2296.0,2904.0,0.55,0.84
606,0.99,4.01,1189.0,0.19,2912.0,3312.0,0.53,0.49
607,1.02,3.98,1211.0,0.0,3624.0,3920.0,0.53,0.06
608,1.16,3.83,1347.0,0.0,5680.0,5880.0,0.57,0.14
609,1.21,3.79,1514.0,0.0,6328.0,6064.0,0.59,0.75
610,1.22,3.78,1574.0,0.0,6072.0,5984.0,0.57,0.75
611,1.2,3.81,1588.0,0.0,5768.0,5576.0,0.57,0.25
612,1.05,3.96,1562.0,0.0,4776.0,4480.0,0.57,0.86
613,1.03,3.97,1436.0,0.0,3888.0,4160.0,0.55,0.18
614,1.03,3.97,1380.0,0.0,3896.0,3728.0,0.57,0.1
615,0.99,4.02,1348.0,0.0,3728.0,3440.0,0.57,0.39
616,0.98,4.02,1312.0,0.0,3368.0,3600.0,0.59,0.78
617,0.98,4.02,1283.0,0.0,3320.0,3736.0,0.57,0.25
618,0.92,4.11,1266.0,0.0,2736.0,2608.0,0.59,0.8
619,0.77,4.23,1148.0,0.0,1720.0,1752.0,0.63,0.86
620,0.86,4.13,1090.0,0.01,1744.0,1880.0,0.61,0.84
621,0.87,4.13,1132.0,0.01,1920.0,1952.0,0.59,0.35
622,0.84,4.16,1120.0,0.03,1824.0,1984.0,0.59,0.22
623,0.88,4.11,1111.0,0.06,2056.0,2200.0,0.57,0.14
624,0.93,4.07,1141.0,0.2,2696.0,2616.0,0.57,0.08
625,0.94,4.07,1171.0,0.27,3088.0,3128.0,0.59,0.47
626,0.93,4.07,1184.0,0.39,3192.0,3232.0,0.59,0.82
627,0.97,4.0,1194.0,0.39,3480.0,3824.0,0.57,0.8
628,1.11,3.88,1279.0,0.0,4760.0,4928.0,0.53,0.76
629,1.1,3.92,1416.0,0.0,4584.0,4528.0,0.53,0.8
630,0.96,4.03,1397.0,0.0,3384.0,3344.0,0.53,0.27
631,1.05,3.93,1284.0,0.0,4656.0,4656.0,0.53,0.04
632,1.17,3.83,1380.0,0.0,6040.0,5976.0,0.57,0.51
633,1.19,3.81,1501.0,0.0,6208.0,6008.0,0.61,0.8
634,1.22,3.78,1471.0,0.0,6240.0,6144.0,0.57,0.47
635,1.1,3.91,1416.0,0.0,5632.0,4984.0,0.57,0.82
636,1.07,3.92,1308.0,0.0,5024.0,5184.0,0.57,0.78
637,1.12,3.88,1285.0,0.0,5504.0,5672.0,0.55,0.1
638,1.12,3.88,1336.0,0.0,5736.0,5408.0,0.57,0.65
639,1.09,3.93,1302.0,0.0,5272.0,4792.0,0.57,0.84
640,0.96,4.04,1101.0,0.0,4240.0,4352.0,0.57,0.82
641,1.07,3.89,1049.0,0.0,4888.0,5592.0,0.57,0.12
642,1.1,3.91,1123.0,0.0,5712.0,5536.0,0.57,0.06
643,0.96,4.05,1045.0,0.0,4824.0,4448.0,0.59,0.76
644,1.02,3.96,1052.0,0.0,4752.0,5032.0,0.59,0.76
645,1.06,3.96,1058.0,0.0,5040.0,5256.0,0.57,0.08
646,0.96,4.04,1070.0,0.0,4776.0,4520.0,0.61,0.75
647,1.04,3.96,1066.0,0.0,4952.0,5256.0,0.61,0.82
648,0.96,4.04,1064.0,0.0,4472.0,4768.0,0.59,0.8
649,1.02,3.97,1065.0,0.0,4456.0,4848.0,0.57,0.47
650,1.13,3.87,1061.0,0.0,6024.0,5928.0,0.57,0.06
651,1.18,3.82,1066.0,0.0,7280.0,7472.0,0.61,0.06
652,1.23,3.77,1075.0,0.0,8288.0,7808.0,0.63,0.71
653,1.2,3.79,1069.0,0.0,8184.0,7880.0,0.65,0.82
654,1.28,3.71,1075.0,0.0,8296.0,8168.0,0.63,0.75
655,0.98,4.03,1080.0,0.0,6664.0,6400.0,0.59,0.86
656,1.0,3.98,1086.0,0.0,5416.0,5632.0,0.59,0.84
657,1.13,3.87,1092.0,0.0,5856.0,5832.0,0.59,0.2
658,0.93,4.07,1073.0,0.0,4760.0,4880.0,0.57,0.86
659,1.27,3.7,1086.0,0.0,6928.0,7568.0,0.57,0.16
660,1.28,3.74,1093.0,0.0,7904.0,8024.0,0.57,0.06
661,0.93,4.07,1087.0,0.0,5296.0,4848.0,0.59,0.86
662,1.19,3.8,1083.0,0.0,5960.0,6288.0,0.59,0.73
663,1.14,3.89,1090.0,0.0,6640.0,6664.0,0.59,0.27
664,1.01,3.96,1089.0,0.0,5752.0,5520.0,0.59,0.82
665,1.0,4.03,1084.0,0.0,4848.0,5248.0,0.57,0.84
666,0.9,4.08,1083.0,0.0,4144.0,4520.0,0.53,0.84
667,1.21,3.77,1094.0,0.0,5912.0,6320.0,0.53,0.16
668,1.0,4.06,1105.0,0.0,5000.0,5048.0,0.55,0.31
669,0.9,4.06,1087.0,0.0,4744.0,4568.0,0.57,0.84
670,1.37,3.63,1081.0,0.0,7656.0,8088.0,0.59,0.18
671,0.82,4.19,1123.0,0.0,5056.0,4776.0,0.57,0.84
672,0.86,4.09,1324.0,0.0,3992.0,3952.0,0.55,0.88
673,1.13,3.86,1368.0,0.0,4584.0,4936.0,0.53,0.43
674,1.32,3.66,1479.0,0.0,7320.0,7808.0,0.57,0.04
675,1.0,4.07,1615.0,0.0,4768.0,4176.0,0.59,0.82
676,0.8,4.16,1425.0,0.0,3216.0,3536.0,0.57,0.88
677,1.2,3.8,1340.0,0.0,5048.0,5600.0,0.57,0.71
678,0.86,4.16,1444.0,0.0,2984.0,2840.0,0.55,0.84
679,0.93,4.02,1280.0,0.0,3072.0,3712.0,0.53,0.22
680,1.19,3.81,1290.0,0.0,5112.0,5288.0,0.53,0.08
681,0.97,4.07,1444.0,0.0,4392.0,4000.0,0.55,0.69
682,0.84,4.13,1375.0,0.0,2504.0,2720.0,0.55,0.82
683,1.18,3.78,1265.0,0.0,5240.0,5512.0,0.53,0.12
684,1.39,3.61,1468.0,0.0,8168.0,8072.0,0.61,0.08
685,1.06,3.94,1662.0,0.0,5336.0,5136.0,0.57,0.84
686,1.26,3.69,1556.0,0.0,6248.0,6880.0,0.61,0.29
687,1.46,3.54,1638.0,0.0,8640.0,8664.0,0.65,0.25
688,1.04,3.97,1683.0,0.0,4424.0,4120.0,0.65,0.88
689,0.92,4.08,1441.0,0.0,3376.0,3040.0,0.57,0.86
690,1.26,3.73,1334.0,0.0,5336.0,5880.0,0.57,0.27
691,1.12,3.92,1550.0,0.0,5168.0,4576.0,0.57,0.78
692,1.0,4.0,1451.0,0.0,3552.0,3624.0,0.55,0.8
693,1.05,3.94,1348.0,0.0,3864.0,4144.0,0.53,0.08
694,1.08,3.92,1363.0,0.0,4368.0,4272.0,0.57,0.25
695,0.81,4.2,1338.0,0.0,2600.0,2376.0,0.59,0.84
696,0.98,3.96,1183.0,0.0,3832.0,4312.0,0.57,0.86
697,1.16,3.86,1307.0,0.0,5008.0,5256.0,0.57,0.76
698,1.0,3.99,1412.0,0.0,3800.0,4336.0,0.57,0.65
699,1.27,3.74,1375.0,0.0,5968.0,6432.0,0.61,0.04
700,1.08,3.97,1478.0,0.0,5440.0,5144.0,0.57,0.76
701,1.08,3.89,1300.0,0.0,5224.0,5496.0,0.61,0.76
702,1.19,3.82,1269.0,0.0,6120.0,5392.0,0.57,0.1
703,0.86,4.15,1243.0,0.0,3528.0,2952.0,0.59,0.88
704,0.94,4.06,1018.0,0.0,3344.0,3544.0,0.57,0.82
705,0.99,4.01,1028.0,0.0,3760.0,4136.0,0.57,0.12
706,0.81,4.21,1097.0,0.0,3280.0,3256.0,0.57,0.08
707,0.79,4.17,1131.0,0.08,3096.0,3096.0,0.59,0.84
708,1.02,3.98,1171.0,0.0,3632.0,3640.0,0.57,0.84
709,0.89,4.14,1234.0,0.0,2640.0,2704.0,0.53,0.76
710,0.76,4.25,1118.0,0.0,1600.0,1720.0,0.55,0.41
711,0.75,4.25,1020.0,0.0,1384.0,1352.0,0.57,0.16
712,0.83,4.17,993.0,0.01,1632.0,1656.0,0.57,0.76
713,0.83,4.17,1019.0,0.05,1608.0,1888.0,0.57,0.76
714,0.83,4.17,1016.0,0.05,1720.0,1976.0,0.57,0.12
715,0.83,4.17,1012.0,0.06,1856.0,2056.0,0.55,0.04
716,0.8,4.22,1010.0,0.08,1696.0,1832.0,0.57,0.04
717,0.74,4.27,974.0,0.08,1384.0,1416.0,0.57,0.65
718,0.74,4.22,930.0,0.08,1408.0,1456.0,0.57,0.8
719,0.79,4.21,932.0,0.08,1440.0,1464.0,0.57,0.86
720,0.74,4.26,951.0,0.08,1280.0,1256.0,0.57,0.86
721,0.73,4.27,918.0,0.08,992.0,1064.0,0.55,0.86
722,0.73,4.27,894.0,0.08,912.0,1000.0,0.53,0.82
723,0.73,4.27,869.0,0.08,888.0,968.0,0.53,0.78
724,0.73,4.27,863.0,0.08,896.0,952.0,0.53,0.59
725,0.75,4.18,851.0,0.08,1216.0,1640.0,0.53,0.12
726,0.84,4.15,892.0,0.1,1664.0,1776.0,0.53,0.47
727,0.88,4.11,970.0,0.18,2232.0,2280.0,0.53,0.1
728,0.9,4.1,1074.0,0.23,2568.0,2568.0,0.53,0.06
729,0.78,4.23,1208.0,0.23,1792.0,1784.0,0.55,0.69
730,0.75,4.25,1146.0,0.23,1272.0,1208.0,0.55,0.84
731,0.75,4.25,1110.0,0.23,1088.0,1048.0,0.53,0.88
732,0.76,4.24,1091.0,0.0,1040.0,1008.0,0.41,0.86
733,0.76,4.24,1050.0,0.0,936.0,968.0,0.41,0.86
734,0.75,4.26,1005.0,0.0,880.0,912.0,0.41,0.82
735,0.74,4.27,935.0,0.0,840.0,840.0,0.39,0.71
736,0.73,4.27,878.0,0.0,792.0,912.0,0.39,0.12
737,0.74,4.26,834.0,0.0,848.0,960.0,0.39,0.04
738,0.74,4.27,830.0,0.0,920.0,1040.0,0.39,0.02
739,0.73,4.27,846.0,0.0,960.0,1064.0,0.39,0.0
740,0.73,4.27,849.0,0.0,968.0,1080.0,0.39,0.02
741,0.73,4.27,844.0,0.0,1048.0,1080.0,0.39,0.02
742,0.73,4.27,840.0,0.0,1048.0,1088.0,0.41,0.02
743,0.73,4.27,837.0,0.0,1064.0,1120.0,0.47,0.04
